"COMPNAME","pmorigin"
"Scaredman","Volcanic rock"
"Scaribou","Metavolcanics"
"Scarpal","Volcanic rock"
"Scarper","Quartz-diorite"
"Scattersville","Igneous and metamorphic rock"
"Scave","Conglomerate"
"Schaeferville","Calcareous shale"
"Schafer","Sedimentary rock"
"Schaffenaker","Sandstone"
"Schaller","Sedimentary rock"
"Schamber","Granite"
"Schamp","Volcanic rock"
"Schapville","Calcareous shale"
"Schattel","Shale"
"Schauson","Igneous rock"
"Schawana","Basalt"
"Schenco","Schist"
"Scherrard","Tuff"
"Schiefflin","Granodiorite"
"Schiller","Rhyolite"
"Schlomer","Shale and siltstone"
"Schmutz","Sandstone and shale"
"Schnebly","Basalt"
"Schneider","Non-volcanic breccia"
"Schnipper","Basalt"
"Schofield","Gneiss"
"Schoharie","Calcareous shale"
"Scholle","Igneous and sedimentary rock"
"Scholten","Dolomite"
"Schoodic","Granite and gneiss"
"Schooler","Volcanic rock"
"Schoolhouse","Igneous rock"
"Schoolmarm","Tuff"
"Schooner","Sandstone"
"Schoonover","Limestone"
"Schott","Volcanic breccia"
"Schrader","Mixed"
"Schrap","Schist"
"Schrier","Basalt"
"Schriever","Sedimentary rock"
"Schroon","Gneiss"
"Schuelke","Basalt"
"Schulenburg","Calcareous sandstone"
"Schuline","Acid shale"
"Schumacher","Metasedimentary rock"
"Schurz","Igneous rock"
"Schuster","Conglomerate"
"Schutz","Sedimentary rock"
"Schwacheim","Basalt"
"Scio","Granite and gneiss"
"Sciotoville","Sedimentary rock"
"Scipio","Limestone and sandstone"
"Scism","Basalt"
"Scituate","Granite and gneiss"
"Scoap","Volcanic and metamorphic rock"
"Scodie","Granitoid"
"Scogg","Granite"
"Scooby","Sandstone and shale"
"Scoon","Igneous rock"
"Scorup","Igneous rock"
"Scotal","Tuff"
"Scotch","Sandstone and shale"
"Scotiabluffs","Sandstone"
"Scottcas","Mixed"
"Scotties","Sandstone"
"Scottsburg","Shale"
"Scottsville","Sandstone and shale"
"Scotty","Conglomerate"
"Scoured","Volcanic rock"
"Scout","Andesite"
"Scoutcamp","Siltstone"
"Scrabblers","Granite"
"Scranton","Sedimentary rock"
"Scravo","Igneous, metamorphic and sedimentary rock"
"Scribner","Igneous, metamorphic and sedimentary rock"
"Scriver","Granodiorite"
"Scroggin","Sedimentary rock"
"Scudder","Limestone"
"Scullin","Limestone"
"Scully","Sandstone and shale"
"Seaback","Calcareous sandstone"
"Seaboldt","Basalt"
"Seafield","Limestone"
"Seagoville","Mixed"
"Seaman","Mixed"
"Seanna","Granite"
"Seaquest","Sandstone and siltstone"
"Sear","Porcellanite"
"Searchlight","Granite"
"Searcy","Sedimentary rock"
"Searing","Porcellanite"
"Searla","Basalt"
"Searles","Volcanic rock"
"Searsport","Granite and gneiss"
"Searsville","Limestone"
"Searvar","Igneous rock"
"Seaside","Sandstone"
"Seaverson","Shale"
"Seawillow","Mixed"
"Sebastian","Metasedimentary rock"
"Sebasticook","Metamorphic rock"
"Sebastopol","Sedimentary rock"
"Seboruco","Limestone"
"Sebree","Basalt"
"Sebring","Interbedded sedimentary rock"
"Sebud","Quartzite"
"Secca","Sedimentary rock"
"Secesh","Limestone and sandstone"
"Seco","Basalt"
"Secondledge","Basalt"
"Secrest","Argillite"
"Secunda","Quartzite"
"Security","Gneiss"
"Sed","Quartzite"
"Sedalia","Limestone"
"Seddow","Basalt"
"Sedgefield","Diorite"
"Sedgran","Sandstone"
"Sedgway","Sedimentary rock"
"Sedillo","Igneous and sedimentary rock"
"Sedmar","Sandstone"
"Sedona","Mudstone"
"Sedsked","Metasedimentary rock"
"Sedwell","Limestone and shale"
"Seeg","Limestone"
"Seelez","Mixed"
"Seelycreek","Siltstone"
"Sees","Limestone and shale"
"Seeya","Igneous and metamorphic rock"
"Seferino","Limestone"
"Segno","Igneous, metamorphic and sedimentary rock"
"Seguin","Mixed"
"Segundo","Rhyolite"
"Segura","Volcanic rock"
"Seharney","Volcanic rock"
"Sehorn","Sedimentary rock"
"Seis","Igneous and sedimentary rock"
"Seitz","Volcanic breccia"
"Selbit","Granite"
"Selevin","Granite and gneiss"
"Seligman","Acidic tuff"
"Selman","Calcareous siltstone"
"Selpats","Sandstone and shale"
"Selway","Igneous rock"
"Seminoe","Sandstone and shale"
"Seminole","Shale"
"Semper","Sandstone"
"Sen","Siltstone"
"Sena","Shale"
"Senchert","Sandstone and shale"
"Seneca","Igneous and metamorphic rock"
"Senecaville","Sedimentary rock"
"Sengtown","Cherty limestone"
"Senlar","Siltstone"
"Senra","Tuff breccia"
"Sensabaugh","Sedimentary rock"
"Sentinel","Granodiorite"
"Sepulveda","Sedimentary rock"
"Sequatchie","Interbedded sedimentary rock"
"Sequoia","Shale"
"Seralin","Limestone and dolomite"
"Serene","Granite"
"Seroco","Sedimentary rock"
"Serpen","Serpentinite"
"Serpentano","Peridotite"
"Serrano","Igneous, metamorphic and sedimentary rock"
"Servilleta","Sandstone and shale"
"Sesame","Granitoid"
"Sesdah","Pyroclastic rock"
"Sespe","Sandstone and shale"
"Sessions","Sedimentary rock"
"Sessum","Chalk"
"Set","Claystone"
"Seth","Basalt"
"Setill","Volcanic and sedimentary rock"
"Setnum","Basalt"
"Setonville","Granite"
"Setters","Basalt"
"Settlement","Mixed"
"Settlemeyer","Mixed"
"Seval","Welded tuff"
"Sevencedars","Igneous rock"
"Sevenmile","Tuff"
"Sevenoaks","Dacite"
"Severn","Sedimentary rock"
"Sevier","Sandstone and shale"
"Seville","Igneous rock"
"Sevy","Igneous and sedimentary rock"
"Sewanee","Sandstone and shale"
"Sewell","Sandstone"
"Sezna","Limestone"
"Shaak","Sandstone and shale"
"Shabbell","Mixed"
"Shabliss","Mixed"
"Shaboom","Granite"
"Shack","Cherty limestone"
"Shadeland","Shale"
"Shadeleaf","Ultramafic rock"
"Shadeville","Limestone"
"Shadilto","Limestone"
"Shadow","Gneiss"
"Shadowlake","Volcanic rock"
"Shady","Limestone, sandstone, and shale"
"Shadygrove","Siltstone"
"Shafer","Welded tuff"
"Shagel","Rhyolite"
"Shagnasty","Andesite"
"Shakan","Sedimentary rock"
"Shakeridge","Basalt"
"Shakespeare","Metamorphic rock"
"Shalako","Sandstone"
"Shalba","Sandstone and siltstone"
"Shalcleav","Rhyolite"
"Shalet","Shale"
"Shalgran","Granite"
"Shalona","Sandstone and shale"
"Shalrock","Sedimentary rock"
"Sham","Sandstone and siltstone"
"Shambo","Sedimentary rock"
"Shamel","Schist"
"Shamock","Mixed"
"Shanahan","Volcanic rock"
"Shane","Shale"
"Shanghai","Mixed"
"Shangland","Granodiorite"
"Shankba","Sedimentary rock"
"Shankler","Sandstone and shale"
"Shanks","Granodiorite"
"Shanley","Igneous rock"
"Shanta","Igneous and sedimentary rock"
"Shanty","Basalt"
"Sharesnout","Volcanic rock"
"Sharkey","Sedimentary rock"
"Sharland","Basalt"
"Sharondale","Sedimentary rock"
"Sharpridge","Basic tuff"
"Sharps","Sandstone"
"Sharpshooter","Mica schist"
"Sharptop","Metasedimentary rock"
"Sharrott","Quartzite"
"Sharvana","Sedimentary rock"
"Shaser","Sandstone"
"Shasta","Igneous rock"
"Shastacosta","Metasedimentary rock"
"Shastina","Igneous rock"
"Shatruce","Claystone"
"Shatta","Sedimentary rock"
"Shattuck","Quartzite"
"Shavano","Sandstone and shale"
"Shavash","Sandstone"
"Shaver","Granite"
"Shawa","Sandstone and shale"
"Shawave","Granite"
"Shawmut","Basalt"
"Shay","Limestone and sandstone"
"Shayhill","Basalt"
"Shayla","Siltstone"
"Shayroad","Granitoid"
"Sheafman","Granite and gneiss"
"Sheckle","Sandstone and shale"
"Shedado","Sandstone"
"Shedd","Calcareous shale"
"Shedhorn","Sandstone and shale"
"Sheege","Limestone"
"Sheek","Sandstone and shale"
"Sheep Creek","Sandstone and siltstone"
"Sheepcan","Sandstone and siltstone"
"Sheephead","Gneiss"
"Sheephole","Igneous rock"
"Sheeppass","Limestone and dolomite"
"Sheeprange","Limestone"
"Sheeprock","Igneous rock"
"Sheepscot","Slate"
"Sheetiron","Schist"
"Sheffit","Limestone"
"Shefflein","Granite"
"Shelbiana","Interbedded sedimentary rock"
"Shelburne","Schist"
"Shelbyville","Limestone"
"Sheld","Basalt"
"Shellbluff","Metavolcanics"
"Shellcreek","Igneous, metamorphic and sedimentary rock"
"Shelley","Granite and gneiss"
"Shellrock","Granite"
"Shelocta","Sandstone and shale"
"Shena","Siltstone"
"Shenandoah","Granite"
"Shenon","Igneous rock"
"Shenval","Limestone, sandstone, and shale"
"Shep","Limestone"
"Shepan","Rhyolite"
"Sheppard","Sandstone"
"Shepridge","Quartzite"
"Sherando","Sandstone and shale"
"Sheridan","Granite"
"Sherless","Sandstone and shale"
"Sherlock","Metamorphic and sedimentary rock"
"Shermap","Sandstone and shale"
"Shermore","Sandstone and shale"
"Shermount","Granite"
"Sherod","Basalt"
"Sherry","Igneous and metamorphic rock"
"Sherval","Basalt"
"Sherwin","Welded tuff"
"Sherwood","Sandstone and shale"
"Shewag","Granite"
"Sheza","Igneous and sedimentary rock"
"Shidler","Cherty limestone"
"Shilla","Basalt"
"Shilling","Basalt"
"Shima","Igneous, metamorphic and sedimentary rock"
"Shimmon","Sandstone"
"Shimo","Granodiorite"
"Shinbone","Metasedimentary rock"
"Shineberger","Interbedded sedimentary rock"
"Shiner","Sandstone"
"Shingle","Sandstone and shale"
"Shinglehouse","Sandstone"
"Shinglemill","Sedimentary rock"
"Shinkee","Igneous, metamorphic and sedimentary rock"
"Shinn","Basalt"
"Shinnpeak","Mixed"
"Shinume","Sandstone"
"Shipley","Mixed"
"Shippa","Andesite"
"Shiprock","Sandstone and shale"
"Ships","Mixed"
"Shired","Limestone"
"Shirk","Shale"
"Shirleybasin","Sedimentary rock"
"Shiro","Sandstone and siltstone"
"Shirts","Granodiorite"
"Shirttail","Igneous and metamorphic rock"
"Shiva","Sedimentary rock"
"Shively","Rhyolite"
"Shivelyflat","Mixed"
"Shivigny","Igneous rock"
"Shivlum","Mixed"
"Shoals","Limestone and dolomite"
"Shoat","Andesite"
"Shoddy","Shale and siltstone"
"Shoebend","Granodiorite"
"Shoegame","Sandstone"
"Shoemaker","Sandstone and shale"
"Shoken","Granite"
"Shomushon","Andesite"
"Shondow","Mixed"
"Shongo","Interbedded sedimentary rock"
"Shooflin","Metasedimentary rock"
"Shoofly","Volcanic rock"
"Shook","Granite"
"Shorim","Basalt"
"Short Creek","Volcanic and sedimentary rock"
"Shortbread","Mixed"
"Shortcut","Anorthosite"
"Shorthair","Sandstone"
"Shorthike","Igneous and metamorphic rock"
"Shortyork","Schist"
"Shoshone","Basalt"
"Shotgun","Basalt"
"Shotsprings","Basalt"
"Shottower","Limestone, sandstone, and shale"
"Shotwell","Basalt"
"Shoulderbone","Igneous and metamorphic rock"
"Shouns","Shale and siltstone"
"Showalter","Igneous rock"
"Showlow","Pyroclastic rock"
"Shree","Mixed"
"Shrewder","Calcareous sandstone"
"Shroe","Ignimbrite"
"Shrouts","Calcareous shale"
"Shroyton","Volcanic rock"
"Shubuta","Sedimentary rock"
"Shukash","Volcanic rock"
"Shule","Rhyolite"
"Shullsburg","Shale"
"Shumbegay","Sandstone"
"Shumla","Limestone"
"Shumway","Limestone and shale"
"Shupert","Sandstone and shale"
"Shurley","Granite and gneiss"
"Sibannac","Andesite"
"Sibleyville","Sandstone and shale"
"Sibold","Mixed"
"Sicklesteets","Calcareous conglomerate"
"Siddoway","Basalt"
"Sidehill","Sandstone"
"Sideling","Sandstone"
"Sideshow","Shale"
"Sideslide","Sandstone and shale"
"Sidlake","Volcanic rock"
"Sidney","Sandstone"
"Sidon","Sandstone"
"Sieben","Limestone"
"Siebert","Mica schist"
"Siegel","Mixed"
"Sielo","Limestone and shale"
"Sienna","Basalt"
"Sierocliff","Volcanic rock"
"Sierra","Granite"
"Sierraville","Volcanic rock"
"Siesta","Basalt"
"Sig","Granite"
"Sigbird","Argillite"
"Sighill","Metamorphic and sedimentary rock"
"Signal","Igneous and metamorphic rock"
"Signalhill","Igneous and sedimentary rock"
"Sigurd","Limestone and sandstone"
"Silas","Igneous, metamorphic and sedimentary rock"
"Silawa","Mixed"
"Silcat","Shale"
"Silent","Limestone and dolomite"
"Silentcone","Volcanic rock"
"Siletz","Igneous and sedimentary rock"
"Silex","Limestone and sandstone"
"Silhouette","Shale"
"Sili","Sandstone and shale"
"Silkie","Shale"
"Silktassel","Tuff"
"Siloam","Gneiss"
"Silsbee","Igneous, metamorphic and sedimentary rock"
"Silstid","Sandstone"
"Siltcliffe","Igneous and sedimentary rock"
"Silva","Igneous and metamorphic rock"
"Silver","Igneous and sedimentary rock"
"Silverado","Mixed"
"Silverash","Volcanic rock"
"Silverbow","Basalt"
"Silverchief","Limestone"
"Silvercliff","Andesite"
"Silverdale","Sedimentary rock"
"Silverheels","Granite and gneiss"
"Silvermine","Mixed"
"Silverstrike","Sandstone"
"Silverton","Igneous rock"
"Silvies","Igneous rock"
"Simas","Tuff"
"Simcoe","Basalt"
"Simel","Sandstone and siltstone"
"Simelake","Igneous, metamorphic and sedimentary rock"
"Simeroi","Limestone"
"Simescreek","Sandstone"
"Simitarq","Sandstone"
"Simmont","Sandstone"
"Simnasho","Sedimentary rock"
"Simoda","Interbedded sedimentary rock"
"Simon","Tuff"
"Simona","Sedimentary rock"
"Simonton","Igneous rock"
"Simpark","Quartzite"
"Simpatico","Sandstone"
"Simper","Igneous rock"
"Simpson","Volcanic rock"
"Sinbad","Sandstone and shale"
"Sindion","Limestone, sandstone, and shale"
"Singatse","Volcanic rock"
"Singerton","Shale"
"Singh","Andesite"
"Singleton","Sandstone and siltstone"
"Sinker","Graywacke"
"Sinkson","Sedimentary rock"
"Sinnacut","Granodiorite"
"Sinnigam","Sedimentary rock"
"Sinton","Igneous, metamorphic and sedimentary rock"
"Sintuf","Volcanic and sedimentary rock"
"Sinuktuk","Schist"
"Sipapu","Siltstone"
"Sipple","Limestone"
"Sipsey","Sandstone"
"Sirdrak","Sandstone"
"Siri","Limestone"
"Siroco","Igneous rock"
"Sirref","Diorite"
"Sirretta","Granite"
"Siscab","Granite"
"Sisk","Schist and phyllite"
"Siskiyou","Granite"
"Sisley","Schist"
"Sisterrocks","Mudstone"
"Sisters","Volcanic rock"
"Sitcan","Sandstone"
"Sitdown","Granite"
"Sites","Metasedimentary rock"
"Sitkum","Granite"
"Sitton","Sandstone"
"Sixbeacon","Igneous, metamorphic and sedimentary rock"
"Sixdollar","Granite"
"Sixes","Phyllite"
"Sixmile","Calcareous shale"
"Sixteenmile","Metasedimentary rock"
"Sizer","Cinders"
"Skaggs","Limestone"
"Skalan","Basalt"
"Skanid","Granite"
"Skedaddle","Andesite"
"Skein","Sandstone and shale"
"Skelon","Mixed"
"Skelridge","Sedimentary rock"
"Skelter","Volcanic rock"
"Skerry","Granite and gneiss"
"Sketerville","Anorthosite"
"Skibo","Limestone"
"Skidbrackle","Volcanic rock"
"Skidmore","Interbedded sedimentary rock"
"Skidoosprings","Igneous rock"
"Skilak","Igneous, metamorphic and sedimentary rock"
"Skinner","Basalt"
"Skinwood","Sedimentary rock"
"Skipanon","Igneous and sedimentary rock"
"Skisams","Basalt"
"Skoly","Basalt"
"Skooker","Sedimentary rock"
"Skookum","Andesite"
"Skookumhouse","Metasedimentary rock"
"Skos","Sandstone"
"Skoven","Sedimentary rock"
"Skowhegan","Slate"
"Skrainka","Igneous rock"
"Skullhollow","Volcanic rock"
"Skullwak","Mixed"
"Skumpah","Sandstone and shale"
"Skunkfarm","Igneous rock"
"Skutum","Conglomerate"
"Skutumpah","Sandstone and shale"
"Sky","Acidic tuff"
"Skyhawk","Basalt"
"Skyhigh","Sandstone and shale"
"Skyland","Metamorphic rock"
"Skylick","Sandstone"
"Skylight","Gneiss"
"Skymor","Igneous and metamorphic rock"
"Skyridge","Sandstone"
"Skyrock","Peridotite"
"Skytop","Sandstone"
"Skyuka","Igneous and metamorphic rock"
"Skyute","Andesite"
"Skyview","Granite"
"Skyvillage","Sandstone"
"Skyway","Sandstone and shale"
"Slabtown","Limestone"
"Slacreek","Metavolcanics"
"Slagamelt","Sedimentary rock"
"Slan","Sandstone"
"Slatery","Sedimentary rock"
"Slatter","Granite"
"Slaughter","Sedimentary rock"
"Slaughterhouse","Metavolcanics"
"Slaughterville","Sedimentary rock"
"Slaw","Mixed"
"Slawha","Mixed"
"Slawmaster","Igneous rock"
"Slayton","Tuff"
"Sledrunner","Metamorphic and sedimentary rock"
"Sleeper","Sedimentary rock"
"Sleepyhollow","Mudstone"
"Sleeth","Interbedded sedimentary rock"
"Slicklog","Argillite"
"Slickpoo","Basalt"
"Slickrock","Sandstone"
"Slidecreek","Mudstone"
"Slideland","Volcanic and sedimentary rock"
"Slidemountain","Igneous and sedimentary rock"
"Slidymtn","Volcanic rock"
"Slights","Sedimentary rock"
"Sligting","Basalt"
"Slinger","Sandstone"
"Slipback","Granite"
"Slipman","Sandstone"
"Sliptrack","Basalt"
"Sloan","Limestone and dolomite"
"Slocave","Granite"
"Slockey","Welded tuff"
"Slocum","Igneous and sedimentary rock"
"Sly","Basalt"
"Smackout","Shale"
"Smallcone","Andesite"
"Smarts","Basalt"
"Smedley","Mixed"
"Smelter","Latite"
"Smidale","Shale"
"Smiling","Volcanic rock"
"Smilo","Basalt"
"Smithcanyon","Granitoid"
"Smithdale","Sedimentary rock"
"Smithneck","Mixed"
"Smithpond","Calcareous sandstone"
"Smithton","Sedimentary rock"
"Smithville","Mixed"
"Smithwick","Shale"
"Smocreek","Volcanic rock"
"Smokehouse","Sandstone"
"Smokejump","Granite"
"Smokemont","Metasedimentary rock"
"Smokey","Metamorphic rock"
"Snacreek","Granite"
"Snag","Volcanic rock"
"Snaggletooth","Granite"
"Snahopish","Sedimentary rock"
"Snake Hollow","Igneous rock"
"Snakecreek","Igneous, metamorphic and sedimentary rock"
"Snakedraw","Sandstone"
"Snakepit","Volcanic rock"
"Snaker","Schist"
"Snakerattle","Sandstone and shale"
"Snapcan","Fanglomerate"
"Snapeed","Quartz-monzonite"
"Snapill","Sandstone and siltstone"
"Snavee","Limestone"
"Snead","Calcareous shale"
"Sneffels","Sandstone"
"Snell","Basalt"
"Snellby","Basalt"
"Snelling","Granite"
"Snettisham","Schist"
"Sniderpeak","Basalt"
"Snilloc","Calcareous sandstone"
"Snomo","Acid shale"
"Snook","Sandstone and shale"
"Snopoc","Granite"
"Snotown","Sedimentary rock"
"Snowbird","Phyllite"
"Snowbrier","Schist"
"Snowcamp","Igneous and metamorphic rock"
"Snowcreek","Basalt"
"Snowdog","Sandstone and shale"
"Snowdon","Rhyolite"
"Snowlin","Andesite"
"Snowmore","Basalt"
"Snowplow","Basalt"
"Snowslide","Quartzite"
"Snowsnake","Granite"
"Snowtell","Volcanic rock"
"Snowville","Basalt"
"Snyderville","Quartzite"
"Soakpak","Granite"
"Soapgrass","Igneous rock"
"Soaplake","Granite"
"Soapole","Sandstone and shale"
"Soapy","Sandstone and shale"
"Soar","Mixed"
"Sobega","Sandstone"
"Soboba","Granite"
"Sobol","Shale"
"Sobrante","Schist"
"Sobson","Sandstone"
"Sockeye","Sedimentary rock"
"Soco","Phyllite"
"Socorro","Basalt"
"Soctish","Sedimentary rock"
"Soda Lake","Basalt"
"Sodacreek","Mica schist"
"Sodaspring","Mixed"
"Sodawells","Igneous, metamorphic and sedimentary rock"
"Sodhouse","Mixed"
"Sofgran","Granite"
"Softscrabble","Volcanic rock"
"Sogn","Limestone"
"Sogzie","Sandstone and siltstone"
"Soholt","Sandstone and shale"
"Sojourn","Sandstone and siltstone"
"Sojur","Metavolcanics"
"Solak","Conglomerate"
"Solano","Sedimentary rock"
"Soldier","Cherty limestone"
"Solduc","Igneous, metamorphic and sedimentary rock"
"Solirec","Metamorphic and sedimentary rock"
"Solis","Sandstone"
"Solleks","Sedimentary rock"
"Soller","Limestone"
"Soma","Limestone and sandstone"
"Sombordoro","Sandstone"
"Somervell","Limestone"
"Sommeyflat","Igneous and metamorphic rock"
"Somorent","Sandstone"
"Somsen","Basalt"
"Sonadora","Mudstone"
"Sonahnpil","Basalt"
"Sondoa","Mixed"
"Songsong","Andesite"
"Sonic","Limestone"
"Sonlet","Calcareous sandstone"
"Sonnett","Sedimentary rock"
"Sonoita","Granite"
"Sonoma","Mixed"
"Sonora","Sandstone and shale"
"Sonorapass","Volcanic rock"
"Sonsac","Limestone"
"Sonsela","Basalt"
"Sontag","Basalt"
"Sooes","Conglomerate"
"Soonahbe","Welded tuff"
"Soosap","Tuff breccia"
"Soper","Sandstone"
"Sopher","Basalt"
"Soquel","Sedimentary rock"
"Sorethumb","Sedimentary rock"
"Sorf","Sedimentary rock"
"Sorrell","Granitoid"
"Sorrento","Sedimentary rock"
"Sorter","Igneous, metamorphic and sedimentary rock"
"Sotim","Sedimentary rock"
"Sotol","Monzonite"
"Sotoran","Igneous, metamorphic and sedimentary rock"
"Soughe","Mixed"
"Soulajule","Sandstone and shale"
"Sourlake","Igneous, metamorphic and sedimentary rock"
"Southace","Sandstone and shale"
"Southbaldy","Sandstone and shale"
"Southcamp","Volcanic rock"
"Southcat","Volcanic rock"
"Southfork","Sandstone"
"Southgate","Igneous rock"
"Southlake","Mixed"
"Southmount","Basalt"
"Southpac","Andesite"
"Southrim","Metamorphic and sedimentary rock"
"Southshore","Basalt"
"Soutin","Conglomerate"
"Souva","Sedimentary rock"
"Sowego","Shale and siltstone"
"Sowers","Sandstone and shale"
"Spaa","Rhyolite"
"Space City","Igneous rock"
"Spade","Sandstone"
"Spadra","Sandstone and shale"
"Spager","Limestone"
"Spainhower","Granite"
"Spanel","Mixed"
"Spang","Porcellanite"
"Spangenburg","Basalt"
"Spangler","Sandstone"
"Spanpeak","Gneiss"
"Sparank","Sandstone and shale"
"Sparham","Sandstone and shale"
"Sparkhule","Dacite"
"Sparks","Igneous and sedimentary rock"
"Spartabutte","Granite"
"Spartanburg","Metamorphic rock"
"Spasprey","Mixed"
"Speaker","Sandstone and siltstone"
"Spearfish","Sandstone and siltstone"
"Spearhead","Limestone"
"Spearman","Porcellanite"
"Spears Mountain","Mylonite"
"Specie","Metasedimentary rock"
"Speck","Limestone"
"Specter","Tuff"
"Speedwell","Limestone, sandstone, and shale"
"Speer","Sandstone and shale"
"Speigle","Basalt"
"Spenlo","Limestone and siltstone"
"Spessard","Sandstone"
"Sphinx","Granite"
"Spicerton","Sedimentary rock"
"Spicewood","Limestone"
"Spickert","Siltstone"
"Spider","Mixed"
"Spiderhole","Basalt"
"Spike","Mixed"
"Spikebox","Sandstone and siltstone"
"Spiller","Shale"
"Spillway","Shale"
"Spilock","Limestone"
"Spilyay","Basalt"
